limit_profile,index,target_wavelength_nm,measured_wavelength_nm,wavelength_error_pm,target_power_mw,measured_power_mw,power_error_percent,smsr_db,peak_count,single_mode_pass,gain_ma,soa_ma,phase_ma,wavelength_a_ma,wavelength_b_ma,gain_code,soa_code,phase_code,wavelength_a_code,wavelength_b_code,pdt_reference_code,pdr_reference_code,power_feedback_channel,power_feedback_reference_code,power_feedback_rail_margin_code,power_feedback_hardware_eligible,guard_stage_count,guard_hold_ms_per_stage
fullband_2001_145mA_v1,0,1525.000000,1524.99891000,-1.090000,2.056000,2.038140369,-0.868659,33.099091,159,1,144.998932,122.250366,3.558960,0.050049,7.550049,63351,53412,11662,41,6185,,,,0,0,0,0,0
fullband_2001_145mA_v1,1,1525.020000,1525.01875000,-1.250000,2.056000,2.059670136,0.178509,34.346610,130,1,144.998932,121.131134,3.258057,0.034180,7.482910,63351,52923,10676,28,6130,,,,0,0,0,0,0
fullband_2001_145mA_v1,2,1525.040000,1525.03804000,-1.960000,2.056000,2.060373650,0.212726,24.524225,138,1,144.998932,124.861908,2.902222,0.000000,7.592773,63351,54553,9510,0,6220,,,,0,0,0,0,0
fullband_2001_145mA_v1,3,1525.060000,1525.05961000,-0.390000,2.056000,2.060844564,0.235631,34.093284,168,1,144.998932,128.160095,2.595215,0.000000,7.448730,63351,55994,8504,0,6102,,,,0,0,0,0,0
fullband_2001_145mA_v1,4,1525.080000,1525.07876000,-1.240000,2.056000,2.058757603,0.134125,30.050559,163,1,144.998932,131.705475,2.311401,0.000000,7.166748,63351,57543,7574,0,5871,,,,0,0,0,0,0
fullband_2001_145mA_v1,5,1525.100000,1525.09936000,-0.640000,2.056000,2.060390216,0.213532,31.063855,141,1,144.998932,134.456635,2.000122,19.415283,7.373047,63351,58745,6554,15905,6040,,,,0,0,0,0,0
fullband_2001_145mA_v1,6,1525.120000,1525.11933000,-0.670000,2.056000,2.052472831,-0.171555,33.699667,147,1,144.998932,137.107086,6.000061,19.454346,7.344971,63351,59903,19661,15937,6017,,,,0,0,0,0,0
fullband_2001_145mA_v1,7,1525.140000,1525.13815000,-1.850000,2.056000,2.057108904,0.053935,32.764506,148,1,144.998932,139.805603,6.000061,19.384766,7.087402,63351,61082,19661,15880,5806,,,,0,0,0,0,0
fullband_2001_145mA_v1,8,1525.160000,1525.15972000,-0.280000,2.056000,2.055744576,-0.012423,26.673325,152,1,144.998932,137.216949,6.000061,19.068604,6.872559,63351,59951,19661,15621,5630,,,,0,0,0,0,0
fullband_2001_145mA_v1,9,1525.180000,1525.17808000,-1.920000,2.056000,2.040029666,-0.776767,31.610866,174,1,144.998932,129.501343,6.466370,17.998047,6.005859,63351,56580,21189,14744,4920,,,,0,0,0,0,0
fullband_2001_145mA_v1,10,1525.200000,1525.20024000,0.240000,2.056000,2.053068445,-0.142585,33.866011,141,1,144.998932,131.069183,5.000000,19.476318,6.104736,63351,57265,16384,15955,5001,,,,0,0,0,0,0
fullband_2001_145mA_v1,11,1525.220000,1525.21916000,-0.840000,2.056000,2.057932847,0.094010,32.630811,170,1,144.998932,125.640106,5.791931,18.065186,5.986328,63351,54893,18979,14799,4904,,,,0,0,0,0,0
fullband_2001_145mA_v1,12,1525.240000,1525.23889000,-1.110000,2.056000,2.065660039,0.469846,30.953028,144,1,144.998932,125.692749,5.654602,17.880859,6.080322,63351,54916,18529,14648,4981,,,,0,0,0,0,0
fullband_2001_145mA_v1,13,1525.260000,1525.25868000,-1.320000,2.056000,2.050481536,-0.268408,33.706871,140,1,144.998932,121.215820,1.395569,18.100586,6.049805,63351,52960,4573,14828,4956,,,,0,0,0,0,0
fullband_2001_145mA_v1,14,1525.280000,1525.28045000,0.450000,2.056000,2.047242808,-0.425933,33.947870,119,1,144.998932,123.232269,1.356506,17.780762,6.044922,63351,53841,4445,14566,4952,,,,0,0,0,0,0
fullband_2001_145mA_v1,15,1525.300000,1525.29935000,-0.650000,2.056000,2.075044960,0.926311,33.963025,109,1,144.998932,121.650696,0.003967,17.692871,6.002197,63351,53150,13,14494,4917,,,,0,0,0,0,0
fullband_2001_145mA_v1,16,1525.320000,1525.31949000,-0.510000,2.056000,2.042788080,-0.642603,33.357346,173,1,144.998932,121.211243,1.499939,15.975342,5.947266,63351,52958,4915,13087,4872,,,,0,0,0,0,0
fullband_2001_145mA_v1,17,1525.340000,1525.33840000,-1.600000,2.056000,2.053822007,-0.105934,32.443634,161,1,144.998932,130.162811,3.999939,17.934570,5.961914,63351,56869,13107,14692,4884,,,,0,0,0,0,0
fullband_2001_145mA_v1,18,1525.360000,1525.35859000,-1.410000,2.056000,2.070982380,0.728715,33.161775,124,1,144.998932,122.886658,0.000000,16.174316,5.789795,63351,53690,0,13250,4743,,,,0,0,0,0,0
fullband_2001_145mA_v1,19,1525.380000,1525.37907000,-0.930000,2.056000,2.051814833,-0.203559,32.482060,161,1,144.998932,138.851166,9.912720,18.056641,5.983887,63351,60665,32482,14792,4902,,,,0,0,0,0,0
fullband_2001_145mA_v1,20,1525.400000,1525.39921000,-0.790000,2.056000,2.053475317,-0.122796,30.688418,163,1,144.998932,138.757324,9.500122,17.950439,5.972900,63351,60624,31130,14705,4893,,,,0,0,0,0,0
fullband_2001_145mA_v1,21,1525.420000,1525.41881000,-1.190000,2.056000,2.048567257,-0.361515,26.639855,165,1,144.998932,130.535889,4.346313,15.000000,6.049805,63351,57032,14242,12288,4956,,,,0,0,0,0,0
fullband_2001_145mA_v1,22,1525.440000,1525.43959000,-0.410000,2.056000,2.063649084,0.372037,33.050764,170,1,144.998932,131.135559,4.217224,14.978027,5.911865,63351,57294,13819,12270,4843,,,,0,0,0,0,0
fullband_2001_145mA_v1,23,1525.460000,1525.45924000,-0.760000,2.056000,2.061964339,0.290094,34.674485,182,1,144.998932,125.749969,0.943298,15.008545,5.750732,63351,54941,3091,12295,4711,,,,0,0,0,0,0
fullband_2001_145mA_v1,24,1525.480000,1525.47901000,-0.990000,2.056000,2.062822221,0.331820,27.642982,155,1,144.998932,127.725220,3.690491,15.150146,5.999756,63351,55804,12093,12411,4915,,,,0,0,0,0,0
fullband_2001_145mA_v1,25,1525.500000,1525.49980000,-0.200000,2.056000,2.054313476,-0.082029,28.300595,179,1,144.998932,122.788239,3.469543,15.000000,6.049805,63351,53647,11369,12288,4956,,,,0,0,0,0,0
fullband_2001_145mA_v1,26,1525.520000,1525.51861000,-1.390000,2.056000,2.051982818,-0.195388,31.517205,171,1,144.998932,122.772217,3.390198,14.951172,5.867920,63351,53640,11109,12248,4807,,,,0,0,0,0,0
fullband_2001_145mA_v1,27,1525.540000,1525.53965000,-0.350000,2.056000,2.062031456,0.293359,32.997810,153,1,144.998932,125.901031,2.500000,16.453857,5.869141,63351,55007,8192,13479,4808,,,,0,0,0,0,0
fullband_2001_145mA_v1,28,1525.560000,1525.55977000,-0.230000,2.056000,2.061234244,0.254584,29.132893,165,1,144.998932,119.597626,0.556030,14.953613,5.795898,63351,52253,1822,12250,4748,,,,0,0,0,0,0
fullband_2001_145mA_v1,29,1525.580000,1525.57923000,-0.770000,2.056000,2.064884052,0.432104,31.323306,158,1,144.998932,129.689026,6.639099,16.490479,5.906982,63351,56662,21755,13509,4839,,,,0,0,0,0,0
fullband_2001_145mA_v1,30,1525.600000,1525.59883000,-1.170000,2.056000,2.063802623,0.379505,32.152101,154,1,144.998932,127.608490,6.639099,16.308594,5.718994,63351,55753,21755,13360,4685,,,,0,0,0,0,0
fullband_2001_145mA_v1,31,1525.620000,1525.61806000,-1.940000,2.056000,2.059766388,0.183190,33.255988,139,1,144.998932,129.066467,6.639099,16.184082,5.512695,63351,56390,21755,13258,4516,,,,0,0,0,0,0
fullband_2001_145mA_v1,32,1525.640000,1525.63944000,-0.560000,2.056000,2.074860854,0.917357,33.049288,132,1,144.998932,134.788513,6.639099,15.957031,5.306396,63351,58890,21755,13072,4347,,,,0,0,0,0,0
fullband_2001_145mA_v1,33,1525.660000,1525.65859000,-1.410000,2.056000,2.061010437,0.243698,26.337286,138,1,144.998932,132.469940,6.639099,15.686035,5.156250,63351,57877,21755,12850,4224,,,,0,0,0,0,0
fullband_2001_145mA_v1,34,1525.680000,1525.67922000,-0.780000,2.056000,2.056071561,0.003481,29.266738,146,1,144.998932,131.165314,1.674194,15.838623,5.322266,63351,57307,5486,12975,4360,,,,0,0,0,0,0
fullband_2001_145mA_v1,35,1525.700000,1525.69998000,-0.020000,2.056000,2.062906294,0.335909,26.511062,138,1,144.998932,131.826782,1.674194,15.594482,5.103760,63351,57596,5486,12775,4181,,,,0,0,0,0,0
fullband_2001_145mA_v1,36,1525.720000,1525.71879000,-1.210000,2.056000,2.057373597,0.066809,30.221554,132,1,144.998932,131.357574,1.674194,15.286865,4.963379,63351,57391,5486,12523,4066,,,,0,0,0,0,0
fullband_2001_145mA_v1,37,1525.740000,1525.73871000,-1.290000,2.056000,2.051846610,-0.202013,26.163152,189,1,144.998932,122.737885,2.000122,13.503418,4.495850,63351,53625,6554,11062,3683,,,,0,0,0,0,0
fullband_2001_145mA_v1,38,1525.760000,1525.75940000,-0.600000,2.056000,2.047134159,-0.431218,30.607314,150,1,144.998932,124.083710,1.379700,15.150146,4.549561,63351,54213,4521,12411,3727,,,,0,0,0,0,0
fullband_2001_145mA_v1,39,1525.780000,1525.78095000,0.950000,2.056000,2.088184578,1.565398,32.902778,140,1,144.998932,123.522949,1.265259,15.050049,4.499512,63351,53968,4146,12329,3686,,,,0,0,0,0,0
fullband_2001_145mA_v1,40,1525.800000,1525.79900000,-1.000000,2.056000,2.045443077,-0.513469,33.667106,152,1,144.998932,122.820282,1.221313,14.886475,4.554443,63351,53661,4002,12195,3731,,,,0,0,0,0,0
fullband_2001_145mA_v1,41,1525.820000,1525.81934000,-0.660000,2.056000,2.052028995,-0.193142,27.767282,167,1,144.998932,118.846893,1.511841,13.599854,4.499512,63351,51925,4954,11141,3686,,,,0,0,0,0,0
fullband_2001_145mA_v1,42,1525.840000,1525.83855000,-1.450000,2.056000,2.053275655,-0.132507,25.804015,153,1,144.998932,116.239929,1.403198,13.549805,4.499512,63351,50786,4598,11100,3686,,,,0,0,0,0,0
fullband_2001_145mA_v1,43,1525.860000,1525.86000000,0.000000,2.056000,2.064026001,0.390370,35.183843,155,1,144.998932,117.800903,1.376953,13.179932,4.517822,63351,51468,4512,10797,3701,,,,0,0,0,0,0
fullband_2001_145mA_v1,44,1525.880000,1525.87955000,-0.450000,2.056000,2.057034904,0.050336,23.872072,155,1,144.998932,116.938019,0.000000,13.131104,4.375000,63351,51091,0,10757,3584,,,,0,0,0,0,0
fullband_2001_145mA_v1,45,1525.900000,1525.89968000,-0.320000,2.056000,2.063614734,0.370366,32.873911,148,1,144.998932,123.772430,4.500122,13.385010,4.479980,63351,54077,14746,10965,3670,,,,0,0,0,0,0
fullband_2001_145mA_v1,46,1525.920000,1525.91823000,-1.770000,2.056000,2.051658019,-0.211186,33.380249,150,1,144.998932,121.380615,1.000061,13.439941,4.449463,63351,53032,3277,11010,3645,,,,0,0,0,0,0
fullband_2001_145mA_v1,47,1525.940000,1525.94030000,0.300000,2.056000,2.055496497,-0.024489,32.710618,136,1,144.998932,127.963257,3.999939,13.320312,4.448242,63351,55908,13107,10912,3644,,,,0,0,0,0,0
fullband_2001_145mA_v1,48,1525.960000,1525.95957000,-0.430000,2.056000,2.064448051,0.410897,25.633552,172,1,144.998932,128.031921,4.392395,12.041016,4.575195,63351,55938,14393,9864,3748,,,,0,0,0,0,0
fullband_2001_145mA_v1,49,1525.980000,1525.97965000,-0.350000,2.056000,2.058072559,0.100805,25.709390,162,1,144.998932,129.000092,4.290161,11.817627,4.309082,63351,56361,14058,9681,3530,,,,0,0,0,0,0
fullband_2001_145mA_v1,50,1526.000000,1525.99924000,-0.760000,2.056000,2.056298004,0.014494,30.471776,165,1,144.998932,124.607849,0.900879,12.049561,4.499512,63351,54442,2952,9871,3686,,,,0,0,0,0,0
fullband_2001_145mA_v1,51,1526.020000,1526.01852000,-1.480000,2.056000,2.043633485,-0.601484,32.932587,180,1,144.998932,125.049591,0.814514,12.099609,4.499512,63351,54635,2669,9912,3686,,,,0,0,0,0,0
fullband_2001_145mA_v1,52,1526.040000,1526.03863000,-1.370000,2.056000,2.063936084,0.385996,32.509999,169,1,144.998932,123.674011,0.734863,12.049561,4.499512,63351,54034,2408,9871,3686,,,,0,0,0,0,0
fullband_2001_145mA_v1,53,1526.060000,1526.05928000,-0.720000,2.056000,2.049550714,-0.313681,33.298556,158,1,144.998932,123.365021,0.651245,12.049561,4.499512,63351,53899,2134,9871,3686,,,,0,0,0,0,0
fullband_2001_145mA_v1,54,1526.080000,1526.08046000,0.460000,2.056000,2.049159699,-0.332699,33.304609,156,1,144.998932,117.890167,0.562744,12.049561,4.499512,63351,51507,1844,9871,3686,,,,0,0,0,0,0
fullband_2001_145mA_v1,55,1526.100000,1526.09893000,-1.070000,2.056000,2.052947867,-0.148450,25.495189,161,1,144.998932,118.654633,0.544434,11.920166,4.344482,63351,51841,1784,9765,3559,,,,0,0,0,0,0
fullband_2001_145mA_v1,56,1526.120000,1526.11949000,-0.510000,2.056000,2.054258771,-0.084690,27.375094,152,1,144.998932,119.984436,2.578735,12.049561,4.499512,63351,52422,8450,9871,3686,,,,0,0,0,0,0
fullband_2001_145mA_v1,57,1526.140000,1526.13951000,-0.490000,2.056000,2.050766630,-0.254541,27.704608,153,1,144.998932,118.359375,2.508850,11.944580,4.382324,63351,51712,8221,9785,3590,,,,0,0,0,0,0
fullband_2001_145mA_v1,58,1526.160000,1526.15907000,-0.930000,2.056000,2.046566081,-0.458848,31.601637,145,1,144.998932,118.826294,2.500000,11.837158,4.195557,63351,51916,8192,9697,3437,,,,0,0,0,0,0
fullband_2001_145mA_v1,59,1526.180000,1526.17916000,-0.840000,2.056000,2.046413155,-0.466286,27.283308,148,1,144.998932,118.798828,2.500000,11.656494,3.959961,63351,51904,8192,9549,3244,,,,0,0,0,0,0
fullband_2001_145mA_v1,60,1526.200000,1526.19963000,-0.370000,2.056000,2.046921992,-0.441537,32.048426,162,1,144.998932,120.742035,0.225830,11.971436,4.205322,63351,52753,740,9807,3445,,,,0,0,0,0,0
fullband_2001_145mA_v1,61,1526.220000,1526.21838000,-1.620000,2.056000,2.040986495,-0.730229,32.860551,153,1,144.998932,120.490265,0.212097,11.837158,4.078369,63351,52643,695,9697,3341,,,,0,0,0,0,0
fullband_2001_145mA_v1,62,1526.240000,1526.23980000,-0.200000,2.056000,2.052794224,-0.155923,28.089597,153,1,144.998932,121.389771,0.212097,11.622314,3.879395,63351,53036,695,9521,3178,,,,0,0,0,0,0
fullband_2001_145mA_v1,63,1526.260000,1526.25975000,-0.250000,2.056000,2.063776211,0.378220,25.747648,148,1,144.998932,121.923065,0.212097,11.368408,3.692627,63351,53269,695,9313,3025,,,,0,0,0,0,0
fullband_2001_145mA_v1,64,1526.280000,1526.27960000,-0.400000,2.056000,2.060015428,0.195303,27.310754,182,1,144.998932,123.866272,0.249939,10.537109,3.674316,63351,54118,819,8632,3010,,,,0,0,0,0,0
fullband_2001_145mA_v1,65,1526.300000,1526.29931000,-0.690000,2.056000,2.064587202,0.417665,27.924519,169,1,144.998932,121.529388,0.201111,10.588379,3.621826,63351,53097,659,8674,2967,,,,0,0,0,0,0
fullband_2001_145mA_v1,66,1526.320000,1526.31879000,-1.210000,2.056000,2.052188696,-0.185375,27.645349,162,1,144.998932,122.016907,0.147705,10.603027,3.691406,63351,53310,484,8686,3024,,,,0,0,0,0,0
fullband_2001_145mA_v1,67,1526.340000,1526.34044000,0.440000,2.056000,2.052461621,-0.172100,32.472788,161,1,144.998932,119.984436,0.108948,10.576172,3.625488,63351,52422,357,8664,2970,,,,0,0,0,0,0
fullband_2001_145mA_v1,68,1526.360000,1526.35953000,-0.470000,2.056000,2.070465279,0.703564,32.789102,157,1,144.998932,119.215393,0.070801,10.510254,3.615723,63351,52086,232,8610,2962,,,,0,0,0,0,0
fullband_2001_145mA_v1,69,1526.380000,1526.37910000,-0.900000,2.056000,2.038436218,-0.854270,32.407284,162,1,144.998932,114.038086,0.070801,10.275879,3.333740,63351,49824,232,8418,2731,,,,0,0,0,0,0
fullband_2001_145mA_v1,70,1526.400000,1526.39896000,-1.040000,2.056000,2.064329349,0.405124,25.612350,171,1,144.998932,114.900970,1.423950,10.021973,3.145752,63351,50201,4666,8210,2577,,,,0,0,0,0,0
fullband_2001_145mA_v1,71,1526.420000,1526.41990000,-0.100000,2.056000,2.059335077,0.162212,31.682787,164,1,144.998932,116.832733,0.761719,11.099854,3.974609,63351,51045,2496,9093,3256,,,,0,0,0,0,0
fullband_2001_145mA_v1,72,1526.440000,1526.44084000,0.840000,2.056000,2.056925830,0.045031,32.147183,160,1,144.998932,114.871216,0.742188,10.935059,3.895264,63351,50188,2432,8958,3191,,,,0,0,0,0,0
fullband_2001_145mA_v1,73,1526.460000,1526.45965000,-0.350000,2.056000,2.051799776,-0.204291,31.996281,162,1,144.998932,117.997742,0.739136,10.888672,3.750000,63351,51554,2422,8920,3072,,,,0,0,0,0,0
fullband_2001_145mA_v1,74,1526.480000,1526.47803000,-1.970000,2.056000,2.046913810,-0.441935,30.345849,164,1,144.998932,117.430115,0.739136,10.782471,3.587646,63351,51306,2422,8833,2939,,,,0,0,0,0,0
fullband_2001_145mA_v1,75,1526.500000,1526.49974000,-0.260000,2.056000,2.073595621,0.855818,33.397354,181,1,144.998932,120.487976,0.739136,10.623779,3.447266,63351,52642,2422,8703,2824,,,,0,0,0,0,0
fullband_2001_145mA_v1,76,1526.520000,1526.51865000,-1.350000,2.056000,2.052624116,-0.164197,29.599790,168,1,144.998932,119.920349,3.523560,10.356445,2.965088,63351,52394,11546,8484,2429,,,,0,0,0,0,0
fullband_2001_145mA_v1,77,1526.540000,1526.53982000,-0.180000,2.056000,2.048447090,-0.367359,32.273573,164,1,144.998932,119.858551,0.885010,9.488525,3.223877,63351,52367,2900,7773,2641,,,,0,0,0,0,0
fullband_2001_145mA_v1,78,1526.560000,1526.55953000,-0.470000,2.056000,2.046223552,-0.475508,30.627396,159,1,144.998932,124.346924,0.779724,9.686279,3.078613,63351,54328,2555,7935,2522,,,,0,0,0,0,0
fullband_2001_145mA_v1,79,1526.580000,1526.57919000,-0.810000,2.056000,2.057119495,0.054450,30.300425,168,1,144.998932,124.243927,0.696106,9.733887,3.118896,63351,54283,2281,7974,2555,,,,0,0,0,0,0
fullband_2001_145mA_v1,80,1526.600000,1526.59983000,-0.170000,2.056000,2.054966148,-0.050285,27.796610,159,1,144.998932,120.412445,0.685425,9.422607,3.029785,63351,52609,2246,7719,2482,,,,0,0,0,0,0
fullband_2001_145mA_v1,81,1526.620000,1526.61990000,-0.100000,2.056000,2.046977462,-0.438839,32.927260,185,1,144.998932,123.193359,3.414307,9.166260,3.035889,63351,53824,11188,7509,2487,,,,0,0,0,0,0
fullband_2001_145mA_v1,82,1526.640000,1526.63893000,-1.070000,2.056000,2.048160782,-0.381285,26.746349,170,1,144.998932,118.947601,3.235779,9.106445,3.049316,63351,51969,10603,7460,2498,,,,0,0,0,0,0
fullband_2001_145mA_v1,83,1526.660000,1526.65892000,-1.080000,2.056000,2.043814665,-0.592672,31.267677,153,1,144.998932,120.485687,3.051147,9.118652,2.969971,63351,52641,9998,7470,2433,,,,0,0,0,0,0
fullband_2001_145mA_v1,84,1526.680000,1526.67963000,-0.370000,2.056000,2.054360651,-0.079735,31.739519,160,1,144.998932,117.606354,3.006592,8.782959,2.822266,63351,51383,9852,7195,2312,,,,0,0,0,0,0
fullband_2001_145mA_v1,85,1526.700000,1526.69860000,-1.400000,2.056000,2.058006300,0.097583,29.422881,149,1,144.998932,119.757843,8.632507,8.990479,2.922363,63351,52323,28287,7365,2394,,,,0,0,0,0,0
fullband_2001_145mA_v1,86,1526.720000,1526.72007000,0.070000,2.056000,2.046499406,-0.462091,28.089424,161,1,144.998932,118.125916,8.119507,8.979492,2.904053,63351,51610,26606,7356,2379,,,,0,0,0,0,0
fullband_2001_145mA_v1,87,1526.740000,1526.73832000,-1.680000,2.056000,2.057281203,0.062315,29.329547,154,1,144.998932,118.496704,7.605896,9.039307,2.911377,63351,51772,24923,7405,2385,,,,0,0,0,0,0
fullband_2001_145mA_v1,88,1526.760000,1526.76022000,0.220000,2.056000,2.053200749,-0.136150,33.835502,149,1,144.998932,120.471954,7.500000,8.874512,2.777100,63351,52635,24576,7270,2275,,,,0,0,0,0,0
fullband_2001_145mA_v1,89,1526.780000,1526.77950000,-0.500000,2.056000,2.055961297,-0.001882,28.391160,167,1,144.998932,116.622162,2.000122,8.913574,2.863770,63351,50953,6554,7302,2346,,,,0,0,0,0,0
fullband_2001_145mA_v1,90,1526.800000,1526.80000000,0.000000,2.056000,2.050688637,-0.258335,31.466200,151,1,144.998932,121.826935,6.171265,9.013672,2.938232,63351,53227,20222,7384,2407,,,,0,0,0,0,0
fullband_2001_145mA_v1,91,1526.820000,1526.81909000,-0.910000,2.056000,2.045536913,-0.508905,31.946733,162,1,144.998932,122.259521,5.722351,9.010010,2.935791,63351,53416,18751,7381,2405,,,,0,0,0,0,0
fullband_2001_145mA_v1,92,1526.840000,1526.83932000,-0.680000,2.056000,2.042307419,-0.665982,31.802100,172,1,144.998932,123.175049,5.211182,8.992920,2.987061,63351,53816,17076,7367,2447,,,,0,0,0,0,0
fullband_2001_145mA_v1,93,1526.860000,1526.85944000,-0.560000,2.056000,2.059572536,0.173761,29.123376,163,1,144.998932,123.765564,4.718933,9.000244,3.000488,63351,54074,15463,7373,2458,,,,0,0,0,0,0
fullband_2001_145mA_v1,94,1526.880000,1526.88000000,0.000000,2.056000,2.051828326,-0.202902,29.065102,172,1,144.998932,125.223541,4.500122,8.967285,2.940674,63351,54711,14746,7346,2409,,,,0,0,0,0,0
fullband_2001_145mA_v1,95,1526.900000,1526.89984000,-0.160000,2.056000,2.052243581,-0.182705,29.060875,165,1,144.998932,122.689819,1.000061,8.936768,2.895508,63351,53604,3277,7321,2372,,,,0,0,0,0,0
fullband_2001_145mA_v1,96,1526.920000,1526.91892000,-1.080000,2.056000,2.043937685,-0.586688,30.919947,179,1,144.998932,122.634888,3.999939,8.950195,2.834473,63351,53580,13107,7332,2322,,,,0,0,0,0,0
fullband_2001_145mA_v1,97,1526.940000,1526.94053000,0.530000,2.056000,2.062500084,0.316152,31.588539,166,1,144.998932,120.847321,3.999939,8.846436,2.695312,63351,52799,13107,7247,2208,,,,0,0,0,0,0
fullband_2001_145mA_v1,98,1526.960000,1526.95875000,-1.250000,2.056000,2.053309507,-0.130861,31.252426,156,1,144.998932,120.568085,3.999939,8.706055,2.595215,63351,52677,13107,7132,2126,,,,0,0,0,0,0
fullband_2001_145mA_v1,99,1526.980000,1526.97884000,-1.160000,2.056000,2.048670892,-0.356474,28.513682,164,1,144.998932,114.619446,1.008911,8.043213,2.635498,63351,50078,3306,6589,2159,,,,0,0,0,0,0
fullband_2001_145mA_v1,100,1527.000000,1526.99895000,-1.050000,2.056000,2.056214550,0.010435,27.834257,167,1,144.998932,113.665009,1.008911,7.907715,2.485352,63351,49661,3306,6478,2036,,,,0,0,0,0,0
fullband_2001_145mA_v1,101,1527.020000,1527.01856000,-1.440000,2.056000,2.055074754,-0.045002,27.768471,163,1,144.998932,110.204315,0.958252,7.884521,2.231445,63351,48149,3140,6459,1828,,,,0,0,0,0,0
fullband_2001_145mA_v1,102,1527.040000,1527.03931000,-0.690000,2.056000,2.047601071,-0.408508,26.491545,180,1,144.998932,109.462738,0.816345,7.877197,1.955566,63351,47825,2675,6453,1602,,,,0,0,0,0,0
fullband_2001_145mA_v1,103,1527.060000,1527.05999000,-0.010000,2.056000,2.068343825,0.600381,32.459632,160,1,144.998932,114.374542,0.804443,7.812500,2.087402,63351,49971,2636,6400,1710,,,,0,0,0,0,0
fullband_2001_145mA_v1,104,1527.080000,1527.08003000,0.030000,2.056000,2.046931390,-0.441080,33.078979,171,1,144.998932,116.638184,0.804443,7.585449,2.131348,63351,50960,2636,6214,1746,,,,0,0,0,0,0
fullband_2001_145mA_v1,105,1527.100000,1527.09914000,-0.860000,2.056000,2.048024577,-0.387910,29.647151,178,1,144.998932,116.317749,3.087158,7.871094,1.896973,63351,50820,10116,6448,1554,,,,0,0,0,0,0
fullband_2001_145mA_v1,106,1527.120000,1527.11912000,-0.880000,2.056000,2.062732166,0.327440,29.926644,178,1,144.998932,119.119263,3.059387,7.839355,1.987305,63351,52044,10025,6422,1628,,,,0,0,0,0,0
fullband_2001_145mA_v1,107,1527.140000,1527.13962000,-0.380000,2.056000,2.048453335,-0.367056,28.596469,162,1,144.998932,121.380615,0.393982,7.893066,2.454834,63351,53032,1291,6466,2011,,,,0,0,0,0,0
fullband_2001_145mA_v1,108,1527.160000,1527.15914000,-0.860000,2.056000,2.051795869,-0.204481,29.358573,161,1,144.998932,120.497131,0.398560,7.686768,2.397461,63351,52646,1306,6297,1964,,,,0,0,0,0,0
fullband_2001_145mA_v1,109,1527.180000,1527.17966000,-0.340000,2.056000,2.051746678,-0.206874,29.014207,166,1,144.998932,121.463013,0.401001,7.568359,2.268066,63351,53068,1314,6200,1858,,,,0,0,0,0,0
fullband_2001_145mA_v1,110,1527.200000,1527.20013000,0.130000,2.056000,2.057059833,0.051548,31.857974,174,1,144.998932,118.210602,0.350952,7.525635,2.219238,63351,51647,1150,6165,1818,,,,0,0,0,0,0
fullband_2001_145mA_v1,111,1527.220000,1527.21844000,-1.560000,2.056000,2.055640346,-0.017493,32.520428,167,1,144.998932,118.331909,0.285950,7.514648,2.207031,63351,51700,937,6156,1808,,,,0,0,0,0,0
fullband_2001_145mA_v1,112,1527.240000,1527.24022000,0.220000,2.056000,2.043756113,-0.595520,31.461538,172,1,144.998932,116.345215,0.216370,7.509766,2.197266,63351,50832,709,6152,1800,,,,0,0,0,0,0
fullband_2001_145mA_v1,113,1527.260000,1527.25916000,-0.840000,2.056000,2.061936892,0.288759,32.623676,184,1,144.998932,114.047241,0.149231,7.512207,2.200928,63351,49828,489,6154,1803,,,,0,0,0,0,0
fullband_2001_145mA_v1,114,1527.280000,1527.27914000,-0.860000,2.056000,2.055780664,-0.010668,28.757619,169,1,144.998932,113.715363,0.140991,7.382812,2.104492,63351,49683,462,6048,1724,,,,0,0,0,0,0
fullband_2001_145mA_v1,115,1527.300000,1527.30011000,0.110000,2.056000,2.077972946,1.068723,32.229316,167,1,144.998932,112.509155,0.025024,7.476807,2.219238,63351,49156,82,6125,1818,,,,0,0,0,0,0
fullband_2001_145mA_v1,116,1527.320000,1527.31938000,-0.620000,2.056000,2.041946866,-0.683518,30.132057,178,1,144.998932,111.218262,0.016174,7.391357,2.111816,63351,48592,53,6055,1730,,,,0,0,0,0,0
fullband_2001_145mA_v1,117,1527.340000,1527.33919000,-0.810000,2.056000,2.063319160,0.355990,30.531898,160,1,144.998932,113.454437,0.016174,7.294922,2.001953,63351,49569,53,5976,1640,,,,0,0,0,0,0
fullband_2001_145mA_v1,118,1527.360000,1527.35914000,-0.860000,2.056000,2.062318160,0.307303,20.850966,149,1,144.998932,130.384827,3.999939,6.060791,29.915771,63351,56966,13107,4965,24507,,,,0,0,0,0,0
fullband_2001_145mA_v1,119,1527.380000,1527.37871000,-1.290000,2.056000,2.043567146,-0.604711,21.027297,94,1,144.998932,130.384827,3.999939,5.799561,29.998779,63351,56966,13107,4751,24575,,,,0,0,0,0,0
fullband_2001_145mA_v1,120,1527.400000,1527.39993000,-0.070000,2.056000,2.047981796,-0.389990,28.152773,179,1,144.998932,114.429474,0.029907,6.829834,1.605225,63351,49995,98,5595,1315,,,,0,0,0,0,0
